FID,id,vejkode,vejnavn,park_id,bydel,udstyr_type,tilstand,placering,foto,driftsopgave,fjernet,bemaerkning,reg_metode,reg_dato,rettet_dato,wkb_geometry
baenk_stol_bord.101,5799,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:12:51.245,2018-04-06T11:17:15.615,MULTIPOINT ((12.599949545106405 55.665235450869915))
baenk_stol_bord.102,5798,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:12:51.245,2018-04-06T11:17:15.615,MULTIPOINT ((12.599986962808115 55.66520181372725))
baenk_stol_bord.103,5797,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:12:51.245,2018-04-06T11:17:15.615,MULTIPOINT ((12.600016096066117 55.665170830098724))
baenk_stol_bord.104,5796,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:12:51.245,2018-04-06T11:17:15.615,MULTIPOINT ((12.600045229278779 55.66513984646379))
baenk_stol_bord.105,5795,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:12:51.245,2018-04-06T11:17:15.615,MULTIPOINT ((12.599895310089574 55.6652948894518))
baenk_stol_bord.106,5794,0108,Amagerbrogade,,Amager Øst,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2018-04-06T11:07:23.701,,MULTIPOINT ((12.60050793681336 55.664683535455254))
baenk_stol_bord.107,5304,0108,Amagerbrogade,0,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-09-06T13:37:28,,MULTIPOINT ((12.606519892987246 55.65899841331569))
baenk_stol_bord.108,5303,0108,Amagerbrogade,0,Amager Vest,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Udefineret,2013-09-06T13:37:06,,MULTIPOINT ((12.606539194871477 55.65901041853548))
baenk_stol_bord.109,5423,0112,Amagerfælledvej,0,Amager Vest,Århusbænk,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2013-11-15T13:22:38,2016-11-28T13:54:58.995,MULTIPOINT ((12.593578371485659 55.66112802838796))
baenk_stol_bord.110,5422,0112,Amagerfælledvej,0,Amager Vest,Århusbænk,Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2013-11-15T13:22:10,2016-11-28T13:02:02.001,MULTIPOINT ((12.593611627420787 55.661110907673816))
baenk_stol_bord.111,2944,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.578529818976605 55.67880968895443))
baenk_stol_bord.112,2943,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.578807909061421 55.678710494464))
baenk_stol_bord.113,2781,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.57670905329468 55.67869177481049))
baenk_stol_bord.114,2779,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.576824712943312 55.678690790969775))
baenk_stol_bord.115,2778,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.576883049695734 55.67869031405706))
baenk_stol_bord.116,2663,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.576940919540679 55.67868992719087))
baenk_stol_bord.117,2662,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.576998669323727 55.67868911343787))
baenk_stol_bord.118,2661,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.577056239013887 55.67868857315927))
baenk_stol_bord.119,2660,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.577113875405097 55.67868846643749))
baenk_stol_bord.120,2659,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.577171331703436 55.67868796617945))
baenk_stol_bord.121,2658,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-20T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.577229194878285 55.678687222462536))
baenk_stol_bord.122,2657,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.57838820594316 55.67870651908059))
baenk_stol_bord.123,2656,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.578276154822197 55.67877556135404))
baenk_stol_bord.124,2654,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.578383390126175 55.67879023892357))
baenk_stol_bord.125,2646,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.57858854926531 55.67881755634512))
baenk_stol_bord.126,2645,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.578644858305308 55.67882357945137))
baenk_stol_bord.127,2644,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.578712559887409 55.678834338333274))
baenk_stol_bord.128,2642,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.579123658568136 55.67871351602216))
baenk_stol_bord.129,2641,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.579206021044564 55.67873695811177))
baenk_stol_bord.130,2640,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.579266338818643 55.67873753507599))
baenk_stol_bord.131,2639,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.57904787281682 55.678879755089014))
baenk_stol_bord.132,2638,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.579110058220774 55.67888791929953))
baenk_stol_bord.133,2637,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.579224623971912 55.67890368409643))
baenk_stol_bord.134,2633,0124,Amagertorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-18T00:00:00,2010-08-16T00:00:00,MULTIPOINT ((12.579286649293282 55.67891208509569))
baenk_stol_bord.135,3823,0164,Angelgade,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-22T00:00:00,2010-11-19T00:00:00,MULTIPOINT ((12.538367919326676 55.664509470676954))
baenk_stol_bord.136,4140,0196,Apollovej,,Vanløse,Århusbænk,Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-19T00:00:00,MULTIPOINT ((12.500195549449861 55.68760248365007))
baenk_stol_bord.137,4139,0196,Apollovej,,Vanløse,Århusbænk,Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-19T00:00:00,MULTIPOINT ((12.500113632203051 55.68763176208303))
baenk_stol_bord.138,4138,0196,Apollovej,,Vanløse,Århusbænk,Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2011-01-19T00:00:00,MULTIPOINT ((12.500072134134758 55.68769646211707))
baenk_stol_bord.139,3909,0228,Arresøgade,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-09T00:00:00,2010-08-24T00:00:00,MULTIPOINT ((12.55343578396791 55.69747323754103))
baenk_stol_bord.140,4538,0292,Axeltorv,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-07-13T00:00:00,MULTIPOINT ((12.563800522787522 55.67604365578012))
baenk_stol_bord.141,4537,0292,Axeltorv,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-07-13T00:00:00,MULTIPOINT ((12.563990067207074 55.676050279195955))
baenk_stol_bord.142,4536,0292,Axeltorv,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-07-13T00:00:00,MULTIPOINT ((12.563941222016355 55.67612692205586))
baenk_stol_bord.143,4535,0292,Axeltorv,0,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-07-13T00:00:00,MULTIPOINT ((12.56386939163827 55.67609261102748))
baenk_stol_bord.144,2951,0292,Axeltorv,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-08T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.564585120758021 55.67598938112241))
baenk_stol_bord.145,2949,0292,Axeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-08T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.56446483872551 55.67610936299999))
baenk_stol_bord.146,2948,0292,Axeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-08T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.564442854054118 55.67613474609073))
baenk_stol_bord.147,2477,0292,Axeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-08T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.564607605687398 55.6759632509798))
baenk_stol_bord.148,2476,0292,Axeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-08T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.563613706441568 55.67601771907059))
baenk_stol_bord.149,2475,0292,Axeltorv,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-08T00:00:00,2010-07-13T00:00:00,MULTIPOINT ((12.563732007452405 55.6761021692903))
baenk_stol_bord.150,4298,0296,Backersvej,,Amager Øst,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-07-06T00:00:00,MULTIPOINT ((12.62500469404638 55.65216147914133))
baenk_stol_bord.151,4484,0296,Backersvej,,Amager Øst,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-07-06T00:00:00,MULTIPOINT ((12.625031067647921 55.65214212249197))
baenk_stol_bord.152,4476,0296,Backersvej,,Amager Øst,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-07-06T00:00:00,MULTIPOINT ((12.623004142310911 55.654982980925574))
baenk_stol_bord.153,4475,0296,Backersvej,,Amager Øst,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-07-06T00:00:00,MULTIPOINT ((12.622982304381864 55.65501302308571))
baenk_stol_bord.154,2570,0316,Bag Rådhuset,,Indre By,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke fjernet,,Indmålt med GPS,2001-07-29T00:00:00,2017-11-07T12:54:47.73,MULTIPOINT ((12.57076971030843 55.6746048003919))
baenk_stol_bord.155,2569,0316,Bag Rådhuset,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2001-07-29T00:00:00,2017-11-07T10:02:01.033,MULTIPOINT ((12.570950736651678 55.674527190653016))
baenk_stol_bord.156,2571,0316,Bag Rådhuset,,Indre By,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,2001-07-29T00:00:00,2017-11-07T10:04:23.644,MULTIPOINT ((12.570989697941476 55.674507327392625))
baenk_stol_bord.157,4684,0340,Balders Plads,0,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-31T00:00:00,MULTIPOINT ((12.548626580587904 55.70154028690623))
baenk_stol_bord.158,3699,0340,Balders Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2001-07-31T00:00:00,2010-08-31T00:00:00,MULTIPOINT ((12.548695029220573 55.70150116752411))
baenk_stol_bord.159,3698,0340,Balders Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2001-07-31T00:00:00,2010-08-31T00:00:00,MULTIPOINT ((12.548918811305883 55.701380046592554))
baenk_stol_bord.160,3697,0340,Balders Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-31T00:00:00,2010-08-31T00:00:00,MULTIPOINT ((12.548791425615342 55.70145439334396))
baenk_stol_bord.161,3695,0340,Balders Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-31T00:00:00,2010-08-31T00:00:00,MULTIPOINT ((12.54904162799019 55.70131702234957))
baenk_stol_bord.162,3694,0340,Balders Plads,,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-07-31T00:00:00,2010-08-31T00:00:00,MULTIPOINT ((12.549164157845732 55.70124675937374))
baenk_stol_bord.163,4683,0336,Baldersgade,0,Nørrebro,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke fjernet,,Digitaliseret manuelt,,2010-08-31T00:00:00,MULTIPOINT ((12.548485017355945 55.701688408075846))
baenk_stol_bord.164,3197,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.533396996121013 55.65859474363296))
baenk_stol_bord.165,3196,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.534151398518885 55.65856918378418))
baenk_stol_bord.166,3195,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.534494975710404 55.65858504529765))
baenk_stol_bord.167,3194,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.534842381543122 55.65854638535961))
baenk_stol_bord.168,3193,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.535416904505913 55.65855052749569))
baenk_stol_bord.169,3192,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.535599251880438 55.658588467061904))
baenk_stol_bord.170,3191,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.535880563626746 55.65858781339144))
baenk_stol_bord.171,3190,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.53736414874941 55.658595030446286))
baenk_stol_bord.172,3189,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.538447760929152 55.65858692626647))
baenk_stol_bord.173,3198,0404,Bavnehøj Allé,,Vesterbro-Kongens Enghave,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-14T00:00:00,,MULTIPOINT ((12.533397989966907 55.658531070795334))
baenk_stol_bord.174,4765,0444,Bellahøjvej,0,Brønshøj-Husum,"Københavnerbænk, enkelt",Rimelig/god stand,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,,2010-10-27T00:00:00,MULTIPOINT ((12.506545180909697 55.69731328340626))
baenk_stol_bord.175,4178,0444,Bellahøjvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-10-27T00:00:00,MULTIPOINT ((12.51209058414885 55.70252915168748))
baenk_stol_bord.176,4177,0444,Bellahøjvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-10-27T00:00:00,MULTIPOINT ((12.512026894635877 55.70243019898858))
baenk_stol_bord.177,4175,0444,Bellahøjvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-10-27T00:00:00,MULTIPOINT ((12.511984969680773 55.70234678096786))
baenk_stol_bord.178,4172,0444,Bellahøjvej,,Brønshøj-Husum,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-21T00:00:00,2010-10-27T00:00:00,MULTIPOINT ((12.506572324908552 55.697328913133504))
baenk_stol_bord.179,4112,0444,Bellahøjvej,,Vanløse,"Bænk, anden",Slidt/grim,Andet,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-22T00:00:00,2011-01-25T00:00:00,MULTIPOINT ((12.494902176146832 55.69394486790723))
baenk_stol_bord.180,4105,0444,Bellahøjvej,,Vanløse,"Københavnerbænk, enkelt",Ny/velholdt,Gade,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-22T00:00:00,2011-01-24T00:00:00,MULTIPOINT ((12.503912503044255 55.69620485676777))
baenk_stol_bord.181,3415,0456,Bellmans Plads,,Østerbro,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-07T00:00:00,2010-09-27T00:00:00,MULTIPOINT ((12.571864254131043 55.71576257826181))
baenk_stol_bord.182,3412,0456,Bellmans Plads,,Østerbro,"Københavnerbænk, enkelt",Slidt/grim,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-07T00:00:00,2010-09-27T00:00:00,MULTIPOINT ((12.571956515070154 55.71580955092648))
baenk_stol_bord.183,3411,0456,Bellmans Plads,,Østerbro,"Københavnerbænk, enkelt",Rimelig/god stand,Park,,Ikke registreret,Ikke registreret,,Indmålt med GPS,2001-08-07T00:00:00,2010-09-27T00:00:00,MULTIPOINT ((12.572042453023988 55.715854780680715))
baenk_stol_bord.184,4046,0472,Bergthorasgade,0,Amager Vest,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2006-09-12T00:00:00,2010-07-01T00:00:00,MULTIPOINT ((12.580473044649391 55.66404530126374))
baenk_stol_bord.185,4045,0472,Bergthorasgade,0,Amager Vest,"Københavnerbænk, enkelt",Slidt/grim,Gade,,Ikke registreret,Ikke registreret,,Digitaliseret manuelt,2006-09-12T00:00:00,2010-07-01T00:00:00,MULTIPOINT ((12.578401356226891 55.66493696945268))
